kmer_2_AA,kmer_2_AC,kmer_2_AG,kmer_2_AT,kmer_2_CA,kmer_2_CC,kmer_2_CG,kmer_2_CT,kmer_2_GA,kmer_2_GC,kmer_2_GG,kmer_2_GT,kmer_2_TA,kmer_2_TC,kmer_2_TG,kmer_2_TT,kmer_3_AAA,kmer_3_AAC,kmer_3_AAG,kmer_3_AAT,kmer_3_ACA,kmer_3_ACC,kmer_3_ACG,kmer_3_ACT,kmer_3_AGA,kmer_3_AGC,kmer_3_AGG,kmer_3_AGT,kmer_3_ATA,kmer_3_ATC,kmer_3_ATG,kmer_3_ATT,kmer_3_CAA,kmer_3_CAC,kmer_3_CAG,kmer_3_CAT,kmer_3_CCA,kmer_3_CCC,kmer_3_CCG,kmer_3_CCT,kmer_3_CGA,kmer_3_CGC,kmer_3_CGG,kmer_3_CGT,kmer_3_CTA,kmer_3_CTC,kmer_3_CTG,kmer_3_CTT,kmer_3_GAA,kmer_3_GAC,kmer_3_GAG,kmer_3_GAT,kmer_3_GCA,kmer_3_GCC,kmer_3_GCG,kmer_3_GCT,kmer_3_GGA,kmer_3_GGC,kmer_3_GGG,kmer_3_GGT,kmer_3_GTA,kmer_3_GTC,kmer_3_GTG,kmer_3_GTT,kmer_3_TAA,kmer_3_TAC,kmer_3_TAG,kmer_3_TAT,kmer_3_TCA,kmer_3_TCC,kmer_3_TCG,kmer_3_TCT,kmer_3_TGA,kmer_3_TGC,kmer_3_TGG,kmer_3_TGT,kmer_3_TTA,kmer_3_TTC,kmer_3_TTG,kmer_3_TTT,DCC_Twist.Tilt.lag.1,DCC_Twist.Tilt.lag.2,DCC_Tilt.Twist.lag.1,DCC_Tilt.Twist.lag.2,DACC_Twist.lag1,DACC_Twist.lag2,DACC_Tilt.lag1,DACC_Tilt.lag2,DACC_Twist.Tilt.lag.1,DACC_Twist.Tilt.lag.2,DACC_Tilt.Twist.lag.1,DACC_Tilt.Twist.lag.2,TCC_Dnase I.Nucleosome.lag.1,TCC_Dnase I.Nucleosome.lag.2,TCC_Nucleosome.Dnase I.lag.1,TCC_Nucleosome.Dnase I.lag.2,TACC_Dnase I.lag1,TACC_Dnase I.lag2,TACC_Nucleosome.lag1,TACC_Nucleosome.lag2,TACC_Dnase I.Nucleosome.lag.1,TACC_Dnase I.Nucleosome.lag.2,TACC_Nucleosome.Dnase I.lag.1,TACC_Nucleosome.Dnase I.lag.2,PseDNC_Xc1.AA,PseDNC_Xc1.AC,PseDNC_Xc1.AG,PseDNC_Xc1.AT,PseDNC_Xc1.CA,PseDNC_Xc1.CC,PseDNC_Xc1.CG,PseDNC_Xc1.CT,PseDNC_Xc1.GA,PseDNC_Xc1.GC,PseDNC_Xc1.GG,PseDNC_Xc1.GT,PseDNC_Xc1.TA,PseDNC_Xc1.TC,PseDNC_Xc1.TG,PseDNC_Xc1.TT,PseDNC_Xc2.lambda.1,PseDNC_Xc2.lambda.2,PseDNC_Xc2.lambda.3,PseKNC_3_Xc1.AAA,PseKNC_3_Xc1.AAC,PseKNC_3_Xc1.AAG,PseKNC_3_Xc1.AAT,PseKNC_3_Xc1.ACA,PseKNC_3_Xc1.ACC,PseKNC_3_Xc1.ACG,PseKNC_3_Xc1.ACT,PseKNC_3_Xc1.AGA,PseKNC_3_Xc1.AGC,PseKNC_3_Xc1.AGG,PseKNC_3_Xc1.AGT,PseKNC_3_Xc1.ATA,PseKNC_3_Xc1.ATC,PseKNC_3_Xc1.ATG,PseKNC_3_Xc1.ATT,PseKNC_3_Xc1.CAA,PseKNC_3_Xc1.CAC,PseKNC_3_Xc1.CAG,PseKNC_3_Xc1.CAT,PseKNC_3_Xc1.CCA,PseKNC_3_Xc1.CCC,PseKNC_3_Xc1.CCG,PseKNC_3_Xc1.CCT,PseKNC_3_Xc1.CGA,PseKNC_3_Xc1.CGC,PseKNC_3_Xc1.CGG,PseKNC_3_Xc1.CGT,PseKNC_3_Xc1.CTA,PseKNC_3_Xc1.CTC,PseKNC_3_Xc1.CTG,PseKNC_3_Xc1.CTT,PseKNC_3_Xc1.GAA,PseKNC_3_Xc1.GAC,PseKNC_3_Xc1.GAG,PseKNC_3_Xc1.GAT,PseKNC_3_Xc1.GCA,PseKNC_3_Xc1.GCC,PseKNC_3_Xc1.GCG,PseKNC_3_Xc1.GCT,PseKNC_3_Xc1.GGA,PseKNC_3_Xc1.GGC,PseKNC_3_Xc1.GGG,PseKNC_3_Xc1.GGT,PseKNC_3_Xc1.GTA,PseKNC_3_Xc1.GTC,PseKNC_3_Xc1.GTG,PseKNC_3_Xc1.GTT,PseKNC_3_Xc1.TAA,PseKNC_3_Xc1.TAC,PseKNC_3_Xc1.TAG,PseKNC_3_Xc1.TAT,PseKNC_3_Xc1.TCA,PseKNC_3_Xc1.TCC,PseKNC_3_Xc1.TCG,PseKNC_3_Xc1.TCT,PseKNC_3_Xc1.TGA,PseKNC_3_Xc1.TGC,PseKNC_3_Xc1.TGG,PseKNC_3_Xc1.TGT,PseKNC_3_Xc1.TTA,PseKNC_3_Xc1.TTC,PseKNC_3_Xc1.TTG,PseKNC_3_Xc1.TTT,PseKNC_3_Xc2.lambda.1,PseKNC_3_Xc2.lambda.2,PseKNC_3_Xc2.lambda.3,PseKNC_5_Xc1.AAA,PseKNC_5_Xc1.AAC,PseKNC_5_Xc1.AAG,PseKNC_5_Xc1.AAT,PseKNC_5_Xc1.ACA,PseKNC_5_Xc1.ACC,PseKNC_5_Xc1.ACG,PseKNC_5_Xc1.ACT,PseKNC_5_Xc1.AGA,PseKNC_5_Xc1.AGC,PseKNC_5_Xc1.AGG,PseKNC_5_Xc1.AGT,PseKNC_5_Xc1.ATA,PseKNC_5_Xc1.ATC,PseKNC_5_Xc1.ATG,PseKNC_5_Xc1.ATT,PseKNC_5_Xc1.CAA,PseKNC_5_Xc1.CAC,PseKNC_5_Xc1.CAG,PseKNC_5_Xc1.CAT,PseKNC_5_Xc1.CCA,PseKNC_5_Xc1.CCC,PseKNC_5_Xc1.CCG,PseKNC_5_Xc1.CCT,PseKNC_5_Xc1.CGA,PseKNC_5_Xc1.CGC,PseKNC_5_Xc1.CGG,PseKNC_5_Xc1.CGT,PseKNC_5_Xc1.CTA,PseKNC_5_Xc1.CTC,PseKNC_5_Xc1.CTG,PseKNC_5_Xc1.CTT,PseKNC_5_Xc1.GAA,PseKNC_5_Xc1.GAC,PseKNC_5_Xc1.GAG,PseKNC_5_Xc1.GAT,PseKNC_5_Xc1.GCA,PseKNC_5_Xc1.GCC,PseKNC_5_Xc1.GCG,PseKNC_5_Xc1.GCT,PseKNC_5_Xc1.GGA,PseKNC_5_Xc1.GGC,PseKNC_5_Xc1.GGG,PseKNC_5_Xc1.GGT,PseKNC_5_Xc1.GTA,PseKNC_5_Xc1.GTC,PseKNC_5_Xc1.GTG,PseKNC_5_Xc1.GTT,PseKNC_5_Xc1.TAA,PseKNC_5_Xc1.TAC,PseKNC_5_Xc1.TAG,PseKNC_5_Xc1.TAT,PseKNC_5_Xc1.TCA,PseKNC_5_Xc1.TCC,PseKNC_5_Xc1.TCG,PseKNC_5_Xc1.TCT,PseKNC_5_Xc1.TGA,PseKNC_5_Xc1.TGC,PseKNC_5_Xc1.TGG,PseKNC_5_Xc1.TGT,PseKNC_5_Xc1.TTA,PseKNC_5_Xc1.TTC,PseKNC_5_Xc1.TTG,PseKNC_5_Xc1.TTT,PseKNC_5_Xc2.lambda.1,PseKNC_5_Xc2.lambda.2,PseKNC_5_Xc2.lambda.3,PseKNC_5_Xc2.lambda.4,PseKNC_5_Xc2.lambda.5,C3s,A3s,G3s,CAI,CBI,Fop,Nc,GC3s,GC,L_sym,L_aa,Gravy,Aromo,X
HL41_00090,26,9,28,18,7,8,7,12,27,9,27,14,22,8,15,32,11,1,12,2,3,3,1,2,8,4,11,5,7,4,2,5,2,0,1,4,2,2,2,2,3,0,3,1,1,0,5,6,8,4,6,8,1,1,2,5,11,3,7,6,5,1,4,4,5,4,9,4,1,2,2,3,5,2,6,2,9,3,4,16,-0.256,-0.028,-0.204,-0.022,-0.275,-0.041,-0.135,-0.06,-0.256,-0.028,-0.204,-0.022,-0.008,-0.09,0,-0.083,0.243,0.082,0.539,0.153,-0.008,-0.09,0,-0.083,0.078,0.027,0.084,0.054,0.021,0.024,0.021,0.036,0.081,0.027,0.081,0.042,0.066,0.024,0.045,0.096,0.075,0.066,0.055,0.011,0.001,0.012,0.002,0.003,0.003,0.001,0.002,0.008,0.004,0.011,0.005,0.007,0.004,0.002,0.005,0.002,0,0.001,0.004,0.002,0.002,0.002,0.002,0.003,0,0.003,0.001,0.001,0,0.005,0.006,0.008,0.004,0.006,0.008,0.001,0.001,0.002,0.005,0.011,0.003,0.007,0.006,0.005,0.001,0.004,0.004,0.005,0.004,0.009,0.004,0.001,0.002,0.002,0.003,0.005,0.002,0.006,0.002,0.009,0.003,0.004,0.016,0.279,0.247,0.204,0.007,0.001,0.008,0.001,0.002,0.002,0.001,0.001,0.005,0.003,0.007,0.003,0.005,0.003,0.001,0.003,0.001,0,0.001,0.003,0.001,0.001,0.001,0.001,0.002,0,0.002,0.001,0.001,0,0.003,0.004,0.005,0.003,0.004,0.005,0.001,0.001,0.001,0.003,0.007,0.002,0.005,0.004,0.003,0.001,0.003,0.003,0.003,0.003,0.006,0.003,0.001,0.001,0.001,0.002,0.003,0.001,0.004,0.001,0.006,0.002,0.003,0.011,0.187,0.165,0.135,0.164,0.169,0.1739,0.2703,0.4355,0.17,-0.146,0.337,55.13,0.453,0.412,86,89,0.240449,0.101124,NA
HL41_00095,436,212,395,202,237,237,91,268,322,198,349,208,250,186,242,366,193,80,133,29,55,95,25,37,135,57,160,43,68,60,53,21,58,30,100,49,66,40,26,105,28,10,37,16,39,42,61,126,107,58,94,63,52,56,24,66,92,66,90,101,60,30,55,63,78,44,68,60,64,46,16,60,67,65,62,48,83,54,73,156,-0.208,-0.025,-0.191,0.005,-0.285,0.012,-0.121,-0.036,-0.208,-0.025,-0.191,0.005,-0.112,-0.032,-0.195,-0.135,0.245,0.104,0.531,0.152,-0.112,-0.032,-0.195,-0.135,0.084,0.041,0.076,0.039,0.046,0.046,0.018,0.052,0.062,0.038,0.067,0.04,0.048,0.036,0.047,0.071,0.071,0.059,0.058,0.013,0.005,0.009,0.002,0.004,0.006,0.002,0.002,0.009,0.004,0.01,0.003,0.004,0.004,0.003,0.001,0.004,0.002,0.007,0.003,0.004,0.003,0.002,0.007,0.002,0.001,0.002,0.001,0.003,0.003,0.004,0.008,0.007,0.004,0.006,0.004,0.003,0.004,0.002,0.004,0.006,0.004,0.006,0.007,0.004,0.002,0.004,0.004,0.005,0.003,0.004,0.004,0.004,0.003,0.001,0.004,0.004,0.004,0.004,0.003,0.005,0.004,0.005,0.01,0.276,0.227,0.222,0.009,0.004,0.006,0.001,0.002,0.004,0.001,0.002,0.006,0.003,0.007,0.002,0.003,0.003,0.002,0.001,0.003,0.001,0.004,0.002,0.003,0.002,0.001,0.005,0.001,0,0.002,0.001,0.002,0.002,0.003,0.006,0.005,0.003,0.004,0.003,0.002,0.003,0.001,0.003,0.004,0.003,0.004,0.005,0.003,0.001,0.002,0.003,0.004,0.002,0.003,0.003,0.003,0.002,0.001,0.003,0.003,0.003,0.003,0.002,0.004,0.002,0.003,0.007,0.19,0.156,0.153,0.158,0.155,0.277,0.3491,0.3211,0.186,-0.022,0.399,44.4,0.455,0.455,1370,1399,-0.145604,0.097212,NA
HL41_00100,98,58,117,54,54,74,26,105,101,60,119,65,75,67,82,140,37,14,45,1,14,23,8,13,42,14,50,11,15,18,14,7,10,7,24,13,16,11,4,43,7,4,10,5,16,19,25,45,25,23,30,23,8,23,8,21,28,23,33,35,13,11,14,27,26,14,18,17,16,17,6,28,24,19,26,13,31,19,29,61,-0.182,-0.044,-0.153,-0.017,-0.255,-0.006,-0.107,-0.072,-0.182,-0.044,-0.153,-0.017,-0.042,-0.007,-0.135,-0.092,0.155,0.084,0.505,0.141,-0.042,-0.007,-0.135,-0.092,0.062,0.037,0.074,0.034,0.034,0.047,0.016,0.066,0.064,0.038,0.075,0.041,0.047,0.042,0.052,0.088,0.068,0.059,0.057,0.008,0.003,0.01,0,0.003,0.005,0.002,0.003,0.009,0.003,0.011,0.002,0.003,0.004,0.003,0.002,0.002,0.002,0.005,0.003,0.003,0.002,0.001,0.009,0.002,0.001,0.002,0.001,0.003,0.004,0.005,0.01,0.005,0.005,0.007,0.005,0.002,0.005,0.002,0.005,0.006,0.005,0.007,0.008,0.003,0.002,0.003,0.006,0.006,0.003,0.004,0.004,0.003,0.004,0.001,0.006,0.005,0.004,0.006,0.003,0.007,0.004,0.006,0.013,0.266,0.23,0.222,0.006,0.002,0.007,0,0.002,0.003,0.001,0.002,0.006,0.002,0.008,0.002,0.002,0.003,0.002,0.001,0.002,0.001,0.004,0.002,0.002,0.002,0.001,0.007,0.001,0.001,0.002,0.001,0.002,0.003,0.004,0.007,0.004,0.003,0.005,0.003,0.001,0.003,0.001,0.003,0.004,0.003,0.005,0.005,0.002,0.002,0.002,0.004,0.004,0.002,0.003,0.003,0.002,0.003,0.001,0.004,0.004,0.003,0.004,0.002,0.005,0.003,0.004,0.009,0.185,0.16,0.154,0.158,0.147,0.269,0.2697,0.3376,0.184,-0.014,0.394,41.8,0.47,0.467,419,431,-0.114849,0.111369,NA
HL41_00105,106,49,60,39,60,59,18,60,47,43,58,36,41,46,48,54,47,22,26,10,16,21,6,6,15,17,24,4,10,16,10,3,23,8,14,15,17,13,3,26,5,3,5,5,8,13,13,26,22,7,10,8,12,13,3,15,12,16,12,18,11,6,12,7,14,12,10,5,15,12,6,13,15,7,17,9,12,11,13,18,-0.234,0,-0.2,0.005,-0.309,0.025,-0.143,-0.025,-0.234,0,-0.2,0.005,-0.253,-0.104,-0.356,-0.124,0.216,0.161,0.536,0.111,-0.253,-0.104,-0.356,-0.124,0.104,0.048,0.059,0.038,0.059,0.058,0.018,0.059,0.046,0.042,0.057,0.035,0.04,0.045,0.047,0.053,0.072,0.06,0.058,0.016,0.007,0.009,0.003,0.005,0.007,0.002,0.002,0.005,0.006,0.008,0.001,0.003,0.005,0.003,0.001,0.008,0.003,0.005,0.005,0.006,0.004,0.001,0.009,0.002,0.001,0.002,0.002,0.003,0.004,0.004,0.009,0.007,0.002,0.003,0.003,0.004,0.004,0.001,0.005,0.004,0.005,0.004,0.006,0.004,0.002,0.004,0.002,0.005,0.004,0.003,0.002,0.005,0.004,0.002,0.004,0.005,0.002,0.006,0.003,0.004,0.004,0.004,0.006,0.278,0.229,0.219,0.011,0.005,0.006,0.002,0.004,0.005,0.001,0.001,0.003,0.004,0.005,0.001,0.002,0.004,0.002,0.001,0.005,0.002,0.003,0.003,0.004,0.003,0.001,0.006,0.001,0.001,0.001,0.001,0.002,0.003,0.003,0.006,0.005,0.002,0.002,0.002,0.003,0.003,0.001,0.003,0.003,0.004,0.003,0.004,0.003,0.001,0.003,0.002,0.003,0.003,0.002,0.001,0.003,0.003,0.001,0.003,0.003,0.002,0.004,0.002,0.003,0.003,0.003,0.004,0.19,0.156,0.15,0.16,0.155,0.3524,0.3333,0.269,0.221,0.035,0.429,44.6,0.477,0.464,266,274,-0.191241,0.065693,NA
HL41_00120,31,15,38,24,18,21,16,28,39,22,49,32,20,25,39,38,12,5,12,1,4,5,4,2,13,5,15,5,1,10,8,5,7,0,7,4,5,3,4,9,6,1,6,3,2,5,11,10,6,8,17,8,4,6,3,9,11,9,16,13,5,6,9,12,6,2,2,10,5,7,5,8,9,7,12,11,12,4,11,11,-0.215,-0.067,-0.178,-0.045,-0.286,-0.063,-0.137,-0.029,-0.215,-0.067,-0.178,-0.045,-0.168,-0.035,-0.159,-0.105,0.017,0.053,0.459,0.126,-0.168,-0.035,-0.159,-0.105,0.055,0.027,0.068,0.043,0.032,0.037,0.029,0.05,0.07,0.039,0.087,0.057,0.036,0.045,0.07,0.068,0.071,0.06,0.058,0.007,0.003,0.007,0.001,0.002,0.003,0.002,0.001,0.008,0.003,0.009,0.003,0.001,0.006,0.005,0.003,0.004,0,0.004,0.002,0.003,0.002,0.002,0.005,0.004,0.001,0.004,0.002,0.001,0.003,0.007,0.006,0.004,0.005,0.01,0.005,0.002,0.004,0.002,0.005,0.007,0.005,0.01,0.008,0.003,0.004,0.005,0.007,0.004,0.001,0.001,0.006,0.003,0.004,0.003,0.005,0.005,0.004,0.007,0.007,0.007,0.002,0.007,0.007,0.273,0.229,0.224,0.005,0.002,0.005,0,0.002,0.002,0.002,0.001,0.006,0.002,0.006,0.002,0,0.004,0.003,0.002,0.003,0,0.003,0.002,0.002,0.001,0.002,0.004,0.003,0,0.003,0.001,0.001,0.002,0.005,0.004,0.003,0.003,0.007,0.003,0.002,0.003,0.001,0.004,0.005,0.004,0.007,0.006,0.002,0.003,0.004,0.005,0.003,0.001,0.001,0.004,0.002,0.003,0.002,0.003,0.004,0.003,0.005,0.005,0.005,0.002,0.005,0.005,0.191,0.159,0.157,0.151,0.149,0.2414,0.1382,0.4955,0.2,-0.066,0.372,49.05,0.561,0.497,148,151,-0.227152,0.066225,NA
HL41_00125,30,19,46,23,22,21,10,43,37,26,84,32,29,30,39,66,8,5,16,1,2,7,2,8,10,2,30,4,3,8,8,4,3,3,13,3,8,0,1,12,1,2,7,0,7,9,10,17,9,4,13,10,5,11,3,7,20,13,29,22,6,1,9,16,10,7,4,8,7,3,4,16,6,9,18,6,13,12,12,29,-0.176,-0.048,-0.142,-0.015,-0.223,-0.036,-0.101,-0.052,-0.176,-0.048,-0.142,-0.015,-0.056,-0.051,-0.062,-0.113,0.106,0.025,0.516,0.155,-0.056,-0.051,-0.062,-0.113,0.044,0.028,0.068,0.034,0.032,0.031,0.015,0.063,0.055,0.038,0.124,0.047,0.043,0.044,0.058,0.097,0.066,0.059,0.054,0.004,0.003,0.008,0.001,0.001,0.004,0.001,0.004,0.005,0.001,0.016,0.002,0.002,0.004,0.004,0.002,0.002,0.002,0.007,0.002,0.004,0,0.001,0.006,0.001,0.001,0.004,0,0.004,0.005,0.005,0.009,0.005,0.002,0.007,0.005,0.003,0.006,0.002,0.004,0.01,0.007,0.015,0.011,0.003,0.001,0.005,0.008,0.005,0.004,0.002,0.004,0.004,0.002,0.002,0.008,0.003,0.005,0.009,0.003,0.007,0.006,0.006,0.015,0.265,0.235,0.212,0.003,0.002,0.006,0,0.001,0.003,0.001,0.003,0.004,0.001,0.011,0.001,0.001,0.003,0.003,0.001,0.001,0.001,0.005,0.001,0.003,0,0,0.004,0,0.001,0.003,0,0.003,0.003,0.004,0.006,0.003,0.001,0.005,0.004,0.002,0.004,0.001,0.003,0.007,0.005,0.01,0.008,0.002,0,0.003,0.006,0.004,0.003,0.001,0.003,0.003,0.001,0.001,0.006,0.002,0.003,0.006,0.002,0.005,0.004,0.004,0.01,0.184,0.162,0.146,0.155,0.153,0.1946,0.1844,0.4179,0.188,-0.096,0.362,42.23,0.48,0.494,177,185,0.027567,0.135135,NA
HL41_00135,45,3,14,22,4,3,0,12,13,5,10,11,22,8,16,33,24,2,10,9,1,1,0,1,4,1,5,3,7,3,6,6,4,0,0,0,0,2,0,1,0,0,0,0,3,2,1,6,7,1,0,5,2,0,0,3,5,2,1,2,5,0,2,4,10,0,4,8,1,0,0,7,4,2,4,6,7,3,7,16,-0.287,0.048,-0.176,-0.013,-0.277,0.055,-0.148,0.02,-0.287,0.048,-0.176,-0.013,-0.12,-0.044,-0.157,-0.139,0.497,0.162,0.627,0.234,-0.12,-0.044,-0.157,-0.139,0.161,0.011,0.05,0.078,0.014,0.011,0,0.043,0.046,0.018,0.036,0.039,0.078,0.029,0.057,0.118,0.08,0.064,0.067,0.028,0.002,0.012,0.01,0.001,0.001,0,0.001,0.005,0.001,0.006,0.003,0.008,0.003,0.007,0.007,0.005,0,0,0,0,0.002,0,0.001,0,0,0,0,0.003,0.002,0.001,0.007,0.008,0.001,0,0.006,0.002,0,0,0.003,0.006,0.002,0.001,0.002,0.006,0,0.002,0.005,0.012,0,0.005,0.009,0.001,0,0,0.008,0.005,0.002,0.005,0.007,0.008,0.003,0.008,0.019,0.279,0.226,0.238,0.019,0.002,0.008,0.007,0.001,0.001,0,0.001,0.003,0.001,0.004,0.002,0.006,0.002,0.005,0.005,0.003,0,0,0,0,0.002,0,0.001,0,0,0,0,0.002,0.002,0.001,0.005,0.006,0.001,0,0.004,0.002,0,0,0.002,0.004,0.002,0.001,0.002,0.004,0,0.002,0.003,0.008,0,0.003,0.006,0.001,0,0,0.006,0.003,0.002,0.003,0.005,0.006,0.002,0.006,0.013,0.189,0.156,0.161,0.163,0.155,0.1296,0.56,0.2273,0.123,-0.127,0.333,48.54,0.246,0.265,69,73,0.236986,0.150685,NA
HL41_00140,121,69,102,83,71,49,30,80,99,56,107,80,84,56,103,111,49,15,42,14,16,21,16,16,37,15,38,12,18,23,35,7,22,6,29,14,16,4,7,22,12,7,5,6,23,15,12,30,30,26,19,24,15,14,2,25,25,13,23,46,21,6,21,32,20,22,12,30,24,10,5,17,25,21,41,16,22,12,35,42,-0.289,-0.026,-0.213,-0.011,-0.338,-0.01,-0.175,-0.059,-0.289,-0.026,-0.213,-0.011,-0.143,-0.058,-0.15,-0.165,0.13,0.042,0.44,0.08,-0.143,-0.058,-0.15,-0.165,0.074,0.042,0.062,0.051,0.043,0.03,0.018,0.049,0.061,0.034,0.066,0.049,0.051,0.034,0.063,0.068,0.078,0.064,0.061,0.01,0.003,0.008,0.003,0.003,0.004,0.003,0.003,0.007,0.003,0.008,0.002,0.004,0.005,0.007,0.001,0.004,0.001,0.006,0.003,0.003,0.001,0.001,0.004,0.002,0.001,0.001,0.001,0.005,0.003,0.002,0.006,0.006,0.005,0.004,0.005,0.003,0.003,0,0.005,0.005,0.003,0.005,0.009,0.004,0.001,0.004,0.006,0.004,0.004,0.002,0.006,0.005,0.002,0.001,0.003,0.005,0.004,0.008,0.003,0.004,0.002,0.007,0.008,0.288,0.235,0.22,0.007,0.002,0.006,0.002,0.002,0.003,0.002,0.002,0.005,0.002,0.005,0.002,0.002,0.003,0.005,0.001,0.003,0.001,0.004,0.002,0.002,0.001,0.001,0.003,0.002,0.001,0.001,0.001,0.003,0.002,0.002,0.004,0.004,0.004,0.003,0.003,0.002,0.002,0,0.003,0.003,0.002,0.003,0.006,0.003,0.001,0.003,0.004,0.003,0.003,0.002,0.004,0.003,0.001,0.001,0.002,0.003,0.003,0.006,0.002,0.003,0.002,0.005,0.006,0.197,0.16,0.149,0.163,0.155,0.3145,0.27,0.2766,0.299,0.066,0.476,45.48,0.444,0.44,414,433,-0.407852,0.152425,NA
HL41_00145,93,34,63,27,41,52,9,53,42,38,63,29,41,31,37,81,47,17,24,4,9,17,1,7,15,15,30,3,3,11,6,7,11,5,20,5,14,14,3,21,1,3,2,3,11,9,10,23,14,6,14,8,11,11,1,15,14,14,18,17,6,4,6,13,21,6,5,9,7,10,4,10,12,6,13,6,21,7,15,38,-0.127,-0.072,-0.152,-0.027,-0.214,-0.021,-0.099,-0.096,-0.127,-0.072,-0.152,-0.027,-0.1,0.021,-0.231,-0.118,0.314,0.218,0.667,0.214,-0.1,0.021,-0.231,-0.118,0.104,0.038,0.07,0.03,0.046,0.058,0.01,0.059,0.047,0.042,0.07,0.032,0.046,0.035,0.041,0.09,0.065,0.059,0.057,0.018,0.007,0.009,0.002,0.004,0.007,0,0.003,0.006,0.006,0.012,0.001,0.001,0.004,0.002,0.003,0.004,0.002,0.008,0.002,0.005,0.005,0.001,0.008,0,0.001,0.001,0.001,0.004,0.004,0.004,0.009,0.005,0.002,0.005,0.003,0.004,0.004,0,0.006,0.005,0.005,0.007,0.007,0.002,0.002,0.002,0.005,0.008,0.002,0.002,0.004,0.003,0.004,0.002,0.004,0.005,0.002,0.005,0.002,0.008,0.003,0.006,0.015,0.258,0.235,0.222,0.013,0.005,0.007,0.001,0.002,0.005,0,0.002,0.004,0.004,0.008,0.001,0.001,0.003,0.002,0.002,0.003,0.001,0.005,0.001,0.004,0.004,0.001,0.006,0,0.001,0.001,0.001,0.003,0.002,0.003,0.006,0.004,0.002,0.004,0.002,0.003,0.003,0,0.004,0.004,0.004,0.005,0.005,0.002,0.001,0.002,0.004,0.006,0.002,0.001,0.002,0.002,0.003,0.001,0.003,0.003,0.002,0.004,0.002,0.006,0.002,0.004,0.01,0.18,0.163,0.154,0.159,0.146,0.2632,0.38,0.2812,0.156,-0.067,0.357,47.07,0.432,0.447,241,244,-0.063525,0.094262,NA
HL41_00150,154,76,68,50,54,95,18,106,77,37,63,30,63,65,58,128,85,33,23,12,12,34,6,24,24,8,27,9,10,14,14,12,18,15,14,7,12,33,7,43,8,6,3,1,16,27,20,43,27,18,22,10,14,14,1,8,27,10,14,12,5,2,5,18,24,10,9,20,16,14,4,31,18,13,19,8,32,22,19,55,-0.124,-0.021,-0.144,0.046,-0.198,0.002,-0.079,0.003,-0.124,-0.021,-0.144,0.046,-0.181,-0.102,-0.331,-0.199,0.332,0.205,0.616,0.214,-0.181,-0.102,-0.331,-0.199,0.111,0.055,0.049,0.036,0.039,0.068,0.013,0.076,0.055,0.027,0.045,0.022,0.045,0.047,0.042,0.092,0.064,0.055,0.059,0.022,0.008,0.006,0.003,0.003,0.009,0.002,0.006,0.006,0.002,0.007,0.002,0.003,0.004,0.004,0.003,0.005,0.004,0.004,0.002,0.003,0.008,0.002,0.011,0.002,0.002,0.001,0,0.004,0.007,0.005,0.011,0.007,0.005,0.006,0.003,0.004,0.004,0,0.002,0.007,0.003,0.004,0.003,0.001,0.001,0.001,0.005,0.006,0.003,0.002,0.005,0.004,0.004,0.001,0.008,0.005,0.003,0.005,0.002,0.008,0.006,0.005,0.014,0.258,0.219,0.231,0.015,0.006,0.004,0.002,0.002,0.006,0.001,0.004,0.004,0.001,0.005,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.001,0.002,0.006,0.001,0.008,0.001,0.001,0.001,0,0.003,0.005,0.004,0.008,0.005,0.003,0.004,0.002,0.002,0.002,0,0.001,0.005,0.002,0.002,0.002,0.001,0,0.001,0.003,0.004,0.002,0.002,0.004,0.003,0.002,0.001,0.005,0.003,0.002,0.003,0.001,0.006,0.004,0.003,0.01,0.177,0.15,0.159,0.157,0.157,0.3401,0.3793,0.2065,0.212,0.053,0.441,46.44,0.422,0.421,372,380,-0.193421,0.134211,NA
